Place,Date,Time,Value,Unit,Value,Unit,Value,Unit,Value,Unit,Value,Unit,Value,Unit
11741,27/01/2022,13:32:10,15,WBGT Temp C,49.9,%RH C      ,19.4,TA Temp C  ,19.2,TG Temp C  ,13.2,WET Temp C ,8.6,DP Temp C  
11742,27/01/2022,13:32:11,15,WBGT Temp C,49.9,%RH C      ,19.4,TA Temp C  ,19.2,TG Temp C  ,13.2,WET Temp C ,8.6,DP Temp C  
11743,27/01/2022,13:32:12,15,WBGT Temp C,49.9,%RH C      ,19.4,TA Temp C  ,19.2,TG Temp C  ,13.2,WET Temp C ,8.6,DP Temp C  
11744,27/01/2022,13:32:13,15,WBGT Temp C,49.9,%RH C      ,19.4,TA Temp C  ,19.2,TG Temp C  ,13.2,WET Temp C ,8.6,DP Temp C  
11745,27/01/2022,13:32:14,15,WBGT Temp C,50,%RH C      ,19.4,TA Temp C  ,19.2,TG Temp C  ,13.2,WET Temp C ,8.7,DP Temp C  
11746,27/01/2022,13:32:15,15,WBGT Temp C,50,%RH C      ,19.4,TA Temp C  ,19.2,TG Temp C  ,13.2,WET Temp C ,8.7,DP Temp C  
11747,27/01/2022,13:32:16,15,WBGT Temp C,50,%RH C      ,19.4,TA Temp C  ,19.2,TG Temp C  ,13.2,WET Temp C ,8.7,DP Temp C  
11748,27/01/2022,13:32:17,15,WBGT Temp C,50,%RH C      ,19.4,TA Temp C  ,19.2,TG Temp C  ,13.2,WET Temp C ,8.7,DP Temp C  
11749,27/01/2022,13:32:18,15,WBGT Temp C,50,%RH C      ,19.4,TA Temp C  ,19.2,TG Temp C  ,13.2,WET Temp C ,8.7,DP Temp C  
11750,27/01/2022,13:32:19,15,WBGT Temp C,50,%RH C      ,19.4,TA Temp C  ,19.2,TG Temp C  ,13.2,WET Temp C ,8.7,DP Temp C  
11751,27/01/2022,13:32:20,15,WBGT Temp C,50,%RH C      ,19.4,TA Temp C  ,19.2,TG Temp C  ,13.2,WET Temp C ,8.7,DP Temp C  
11752,27/01/2022,13:32:21,15,WBGT Temp C,50,%RH C      ,19.4,TA Temp C  ,19.2,TG Temp C  ,13.2,WET Temp C ,8.7,DP Temp C  
11753,27/01/2022,13:32:22,15,WBGT Temp C,50,%RH C      ,19.4,TA Temp C  ,19.2,TG Temp C  ,13.2,WET Temp C ,8.7,DP Temp C  
11754,27/01/2022,13:32:23,15,WBGT Temp C,50,%RH C      ,19.4,TA Temp C  ,19.2,TG Temp C  ,13.2,WET Temp C ,8.7,DP Temp C  
11755,27/01/2022,13:32:24,15,WBGT Temp C,50,%RH C      ,19.4,TA Temp C  ,19.2,TG Temp C  ,13.2,WET Temp C ,8.7,DP Temp C  
11756,27/01/2022,13:32:25,15,WBGT Temp C,50,%RH C      ,19.4,TA Temp C  ,19.2,TG Temp C  ,13.2,WET Temp C ,8.7,DP Temp C  
11757,27/01/2022,13:32:26,15,WBGT Temp C,50,%RH C      ,19.4,TA Temp C  ,19.2,TG Temp C  ,13.2,WET Temp C ,8.7,DP Temp C  
11758,27/01/2022,13:32:27,15,WBGT Temp C,49.9,%RH C      ,19.4,TA Temp C  ,19.2,TG Temp C  ,13.2,WET Temp C ,8.6,DP Temp C  
11759,27/01/2022,13:32:28,15,WBGT Temp C,49.9,%RH C      ,19.5,TA Temp C  ,19.2,TG Temp C  ,13.2,WET Temp C ,8.7,DP Temp C  
11760,27/01/2022,13:32:29,15,WBGT Temp C,49.9,%RH C      ,19.5,TA Temp C  ,19.2,TG Temp C  ,13.3,WET Temp C ,8.7,DP Temp C  
11761,27/01/2022,13:32:30,15,WBGT Temp C,50.2,%RH C      ,19.5,TA Temp C  ,19.2,TG Temp C  ,13.3,WET Temp C ,8.7,DP Temp C  
11762,27/01/2022,13:32:31,15,WBGT Temp C,50.2,%RH C      ,19.5,TA Temp C  ,19.2,TG Temp C  ,13.3,WET Temp C ,8.8,DP Temp C  
11763,27/01/2022,13:32:32,15,WBGT Temp C,50.6,%RH C      ,19.5,TA Temp C  ,19.2,TG Temp C  ,13.3,WET Temp C ,8.9,DP Temp C  
